hh_size,n_children,region_type,hh_autos,n_emp,dist_to_transit,hh_income,trip_length_km,weight
3,1,rural,1,2,0.7,2539,14.25,1.235634632
3,1,rural,1,2,0.7,2539,2.94,1.966924521
4,2,metropolitan,1,1,0.05,2327,0.29,1.119168148
4,2,metropolitan,1,1,0.05,2327,2.85,1.100798497
4,0,urban,2,4,0.7,3304,2.85,0.377976977
4,0,urban,2,4,0.7,3304,0.49,0.609640459
5,3,urban,2,2,0.3,4763,1.9,0.715310457
5,3,urban,2,2,0.3,4763,1.9,0.546478126
3,0,metropolitan,2,2,0.15,3244,16.15,0.631467408
3,0,metropolitan,2,2,0.15,3244,16.15,1.100555507
4,2,metropolitan,1,2,0.3,2712,19,0.166664672
4,2,metropolitan,1,2,0.3,2712,0.39,0.354291317
2,0,metropolitan,2,1,0.15,2073,12.35,0.937757388
3,0,metropolitan,3,3,0.7,2562,4.9,0.724261077
3,0,metropolitan,3,3,0.7,2562,20.9,0.765716443
3,0,metropolitan,3,3,0.7,2562,23.75,0.882956872
4,0,metropolitan,2,2,0.05,5334,13.54,0.772733679
4,0,metropolitan,2,2,0.05,5334,12.35,1.34682822
2,0,urban,2,1,7.5,1804,14.25,1.070273555
3,0,urban,1,2,0.3,2249,0.29,0.664336377
3,0,urban,1,2,0.3,2249,1.43,0.664336377
3,0,urban,1,2,0.3,2249,17.1,1.278688169
2,0,urban,1,2,0.7,2941,1.47,0.769339288
2,0,urban,1,2,0.7,2941,20.9,0.762527013
5,3,metropolitan,1,2,0.05,2153,9.5,0.532925885
2,0,rural,1,1,1.5,2281,13.3,0.42126486
1,0,metropolitan,1,1,1.5,1807,1.9,5.341220022
2,0,urban,2,2,0.7,2531,20.9,0.313260755
2,0,urban,2,2,0.7,2531,11.4,0.223811306
2,0,metropolitan,2,2,0.7,3908,7.35,0.248939043
2,0,metropolitan,2,2,0.7,3908,11.4,0.303266356
6,3,urban,1,0,0.3,3148,0.2,0.552080718
4,2,urban,1,1,0.15,1539,12.35,0.465602074
4,2,urban,1,1,0.15,1539,30.4,0.465602074
3,0,urban,2,1,0.05,3268,13.3,1.388462391
5,3,metropolitan,1,2,0.3,3005,17.1,0.081560156
1,0,metropolitan,0,1,0.15,1131,6.32,1.563423074
2,0,metropolitan,2,0,0.7,1209,10.45,0.417003912
1,0,urban,1,1,0.7,998,91.2,5.746198939
2,0,metropolitan,2,1,0.05,2246,3.33,0.618053803
5,3,metropolitan,1,1,0.05,3605,3.43,0.773785239
5,3,metropolitan,1,1,0.05,3605,3.43,0.773785239
4,2,metropolitan,2,2,1.5,2640,23.75,1.49250407
1,0,urban,0,1,1.5,1497,1.96,1.228222068
2,0,metropolitan,1,1,0.15,1626,9.5,1.758049239
2,0,metropolitan,1,1,0.15,1626,7.6,1.758049239
4,1,metropolitan,3,3,1.5,4439,23.75,0.171583288
4,2,metropolitan,1,2,0.3,2804,14.25,0.229247101
3,0,metropolitan,2,3,0.05,2699,6.65,0.762032719
3,0,urban,3,2,0.15,2841,13.3,0.555244393
3,2,urban,1,0,0.05,2703,6.32,1.137460717
4,1,metropolitan,3,1,0.05,5421,44.22,0.091923783
3,1,metropolitan,1,2,0.3,3256,1.96,0.820701956
3,0,metropolitan,2,2,0.3,5279,4.85,2.375229866
2,0,urban,1,0,0.3,1686,18.05,0.795100702
3,0,metropolitan,3,3,0.3,1413,15.2,2.608839185
1,0,urban,1,1,0.15,1092,38,1.293207096
3,1,metropolitan,3,2,0.7,5334,2.45,0.636211691
3,1,metropolitan,3,2,0.7,5334,11.4,0.659792743
4,0,urban,2,3,0.7,3104,38.95,0.933254626
4,0,urban,2,3,0.7,3104,16.15,1.207794375
4,2,metropolitan,2,2,1.5,3688,0.95,0.221366167
4,2,metropolitan,2,2,1.5,3688,77.9,0.221137673
3,0,rural,2,3,0.3,3233,7.6,0.283690756
3,1,urban,1,2,0.7,2126,5.88,0.873246085
3,1,urban,1,2,0.7,2126,61.75,0.603328842
1,0,metropolitan,1,1,0.7,1817,11.4,3.200529742
2,0,metropolitan,0,1,0.3,2267,5.88,0.177304104
2,0,metropolitan,1,2,0.3,2738,22.56,0.785889895
2,0,metropolitan,1,2,0.3,2738,19.86,0.569473337
2,0,rural,2,2,0.7,2137,15.68,3.251450264
2,0,urban,2,2,0.7,3280,87.4,0.602559571
2,0,urban,2,2,0.7,3280,87.4,0.586100164
4,1,rural,2,2,0.7,1935,27.55,0.746502114
4,1,rural,2,2,0.7,1935,0.98,0.856812025
2,0,metropolitan,2,2,0.3,4053,48.45,0.843692325
2,0,metropolitan,1,2,0.3,4043,23.75,0.836155634
5,1,metropolitan,1,1,0.05,4678,22.56,0.372759616
3,1,metropolitan,2,1,0.7,2615,2.85,0.240584624
3,1,metropolitan,2,1,0.7,2615,2.85,0.240584624
2,0,rural,2,1,0.05,2941,38.95,1.440031006
4,2,urban,1,1,0.7,1689,6.65,0.471761846
6,4,urban,2,2,0.7,5105,15.2,0.661081732
1,0,metropolitan,1,1,0.7,1446,9.5,3.656563606
2,0,metropolitan,2,1,0.7,3974,9.5,1.730759617
4,1,metropolitan,1,1,0.05,2673,70.4,1.155714981
2,0,metropolitan,1,2,0.3,2187,13.54,0.789120886
5,0,urban,3,5,3.5,6340,7.6,0.893586759
2,0,urban,1,2,0.7,2335,2.85,0.571590101
2,0,urban,1,2,0.7,2335,15.68,0.604306863
2,0,urban,1,0,0.05,1488,2.85,2.595133226
2,0,urban,1,0,0.05,1488,16.15,2.595133226
2,0,urban,1,0,0.05,1488,2.85,2.691321292
3,1,metropolitan,2,2,0.7,2980,28.5,1.024755297
3,1,metropolitan,2,2,0.7,2980,0.95,1.041855972
1,0,metropolitan,0,1,0.05,1259,3.61,2.989791978
2,0,urban,2,2,1.5,4538,0.95,0.761073275
4,2,urban,2,2,0.05,5421,29.45,0.414394992
4,2,urban,2,2,0.05,5421,35.15,0.890021851
2,0,rural,1,0,0.3,1162,15.2,0.62707402
2,0,urban,1,2,0.05,2123,0.1,0.335041326
2,0,urban,1,2,0.05,2123,7.6,0.322658577
1,0,metropolitan,0,1,0.7,1102,6.32,0.666680041
4,2,metropolitan,1,2,0.3,3262,7.13,0.200282754
1,0,metropolitan,0,1,0.7,1698,5.88,0.690781934
1,0,metropolitan,1,1,1.5,1178,6.65,4.373818768
3,1,rural,1,1,0.05,2087,3.8,0.093626969
3,1,rural,1,1,0.05,2087,3.8,0.103494873
3,1,urban,1,2,0.3,1617,2.45,0.973259009
3,1,urban,1,2,0.3,1617,14.25,1.442248894
4,1,urban,0,2,0.05,2285,1.96,0.333347266
4,1,urban,0,2,0.05,2285,3.92,0.300914701
4,0,urban,3,3,1.5,4553,7.6,0.464832308
4,0,urban,3,3,1.5,4553,6.65,0.924150369
4,0,urban,3,3,1.5,4553,13.3,1.1091806
2,0,metropolitan,1,2,0.7,1814,0.98,0.879811675
2,0,metropolitan,1,2,0.7,1814,2.85,0.913576427
2,0,urban,2,2,0.15,5306,19,2.161262426
2,0,urban,2,2,0.15,5306,3.99,0.976189573
2,0,metropolitan,1,2,0.3,6740,5.88,0.623710273
2,0,metropolitan,1,2,0.3,6740,12.83,0.699384512
4,2,urban,2,1,1.5,2682,5.7,0.446627063
3,1,metropolitan,0,2,0.05,5128,4.51,0.461078094
2,0,urban,2,1,0.7,3198,0.57,0.880353408
3,0,urban,3,2,0.7,4781,16.15,1.308566765
5,1,metropolitan,3,4,0.7,4646,19,0.522188847
2,0,metropolitan,2,2,0.3,1503,24.7,0.583203551
2,0,metropolitan,2,2,0.3,1503,3.8,0.561649007
3,0,metropolitan,1,1,0.15,5692,8.12,2.469838621
4,0,urban,3,3,0.7,3728,0.98,0.524818802
4,0,urban,3,3,0.7,3728,1.96,0.495379103
4,0,urban,3,3,0.7,3728,1.96,0.495379103
4,0,urban,3,3,0.7,3728,19.95,0.821734638
4,2,metropolitan,2,2,0.7,3688,0.76,0.342704527
4,2,metropolitan,2,2,0.7,3688,5.7,0.303022398
4,2,urban,1,2,0.3,3777,7.13,0.90563898
4,2,metropolitan,1,2,0.7,2627,14.44,1.432398904
2,0,urban,2,2,0.3,3437,13.3,2.942247879
1,0,metropolitan,1,1,0.7,2599,2.85,1.947019288
4,2,urban,1,2,0.05,2208,1.9,0.68253138
4,2,urban,1,2,0.05,2208,1.71,0.68253138
4,2,urban,1,2,0.05,2208,2.38,0.391617068
4,1,urban,1,2,0.05,2438,4.75,0.304330253
2,0,rural,1,2,0.05,1820,2.85,0.613566033
4,1,urban,2,3,0.15,3665,0.29,0.257287825
4,1,urban,2,3,0.15,3665,16.63,0.257287825
4,1,urban,2,3,0.15,3665,0.2,0.257287825
4,1,urban,2,3,0.15,3665,0.29,0.223164967
4,1,urban,2,3,0.15,3665,0.29,0.223164967
4,1,urban,2,3,0.15,3665,17.1,0.551195383
2,0,metropolitan,2,2,0.05,5995,57,0.991443095
3,0,metropolitan,3,2,0.3,4835,4.75,0.983211869
3,0,metropolitan,3,2,0.3,4835,5.7,0.536790536
3,0,metropolitan,2,1,0.05,3794,45.6,0.42209394
3,0,metropolitan,2,1,0.05,3794,45.6,0.42209394
4,2,metropolitan,2,2,0.7,4063,1.43,0.088618218
4,2,metropolitan,2,2,0.7,4063,1.47,0.107412789
4,1,urban,2,2,0.3,7377,28.5,0.680875433
4,2,metropolitan,2,1,0.15,3936,6.65,0.693408059
2,0,urban,2,2,0.7,4286,31.35,0.393876918
2,0,urban,2,2,0.7,4286,34.2,0.341297312
4,2,metropolitan,2,2,0.3,4583,32.3,0.725980778
4,2,metropolitan,2,2,0.3,4583,24.7,0.775526863
2,0,rural,2,2,0.15,2137,28.5,0.608115
1,0,urban,1,1,0.7,442,14.25,2.363891893
1,0,rural,1,1,1.5,1127,11.4,3.136377794
4,2,urban,2,2,0.15,3256,2.38,0.627474814
4,2,urban,2,2,0.15,3256,57,0.617175653
2,0,urban,1,0,0.15,1413,0.98,0.476222744
4,2,metropolitan,2,2,0.3,3000,39.9,0.535060047
4,2,urban,1,2,0.3,1768,13.3,0.523261072
4,2,urban,1,2,0.3,1768,52.25,0.654767874
3,0,urban,2,2,1.5,5771,3.8,0.497859847
4,1,metropolitan,3,1,0.7,7216,3.8,1.113887411
4,1,metropolitan,3,1,0.7,7216,3.8,1.113887411
1,0,metropolitan,1,1,0.7,1701,8.55,3.162470642
2,0,urban,2,1,0.7,2453,4.75,0.572041649
4,0,urban,2,1,1.5,5128,7.84,0.393684716
4,0,urban,2,1,1.5,5128,7.6,0.393684716
1,0,metropolitan,1,1,0.3,1801,3.92,6.01789356
2,0,metropolitan,2,2,0.7,3057,13.3,0.810054974
2,0,metropolitan,2,2,0.7,3057,11.4,1.040075328
3,0,metropolitan,3,2,0.7,4646,9.5,0.966191226
4,0,rural,2,2,0.3,1743,4.51,1.013072484
2,0,rural,3,2,0.7,2995,5.23,1.343900799
1,0,urban,1,1,0.3,2742,40.85,1.168972297
2,0,rural,2,1,0.7,1596,20.9,0.527488725
2,0,urban,1,1,0.7,1314,7.6,0.571590101
3,0,metropolitan,2,1,0.05,2067,7.6,0.988544727
4,2,rural,2,1,3.5,2320,12.35,1.071147159
4,2,rural,2,1,3.5,2320,4.9,1.454180936
3,1,metropolitan,1,2,0.7,2021,2.85,0.779541974
4,2,urban,2,1,0.3,4033,0.76,0.86058192
6,2,urban,2,2,0.05,9204,14.25,0.596092047
6,2,urban,2,2,0.05,9204,14.25,0.586307992
3,0,metropolitan,3,3,0.3,3424,2.38,0.290677212
3,0,metropolitan,3,3,0.3,3424,2.85,0.623293947
3,0,metropolitan,3,3,0.3,3424,36.1,0.665998036
1,0,metropolitan,0,0,0.15,1124,0.49,1.544072356
4,2,urban,2,2,0.3,6562,18.05,0.516362531
2,1,metropolitan,1,1,0.15,1184,4.75,1.906944508
3,0,rural,2,3,0.7,2703,10.45,0.221922053
3,1,metropolitan,1,2,0.3,2503,5.7,0.399779571
3,1,metropolitan,1,2,0.3,2503,2.94,0.526670282
1,0,metropolitan,1,1,0.7,2673,11.88,1.038827554
2,0,metropolitan,2,2,0.3,3855,23.47,1.244608959
2,0,metropolitan,2,2,0.3,3855,19,1.315848076
4,0,urban,4,3,0.15,2550,9.5,0.446421735
4,0,urban,4,3,0.15,2550,3.8,0.860862787
4,0,urban,4,3,0.15,2550,3.8,0.860862787
4,0,urban,4,3,0.15,2550,7.6,0.860862787
4,0,urban,4,3,0.15,2550,7.6,0.860862787
2,0,urban,2,2,0.3,6952,7.41,0.594780003
2,0,urban,2,2,0.3,6952,1.9,0.616825399
2,0,urban,2,2,0.3,6952,1.9,0.616825399
6,3,metropolitan,2,3,0.7,3728,10.78,0.97106117
6,3,metropolitan,2,3,0.7,3728,14.25,1.206723492
6,3,metropolitan,2,3,0.7,3728,42.75,0.807704155
2,0,rural,2,2,0.3,1256,0.98,0.139579538
2,0,rural,2,2,0.3,1256,0.98,0.139579538
3,0,urban,3,2,1.5,3477,8.55,0.62466217
3,0,urban,3,2,1.5,3477,1.9,0.589621759
2,0,urban,2,1,0.15,6274,4.75,0.675921801
4,1,metropolitan,3,3,0.05,3712,3.8,0.912870139
2,0,urban,1,1,0.7,1814,33.25,0.510608758
2,1,urban,1,2,0.7,1704,17.39,0.714546032
4,1,metropolitan,3,3,0.7,2747,12.35,0.817175795
4,2,urban,2,1,0.3,2707,67.45,0.982634844
2,0,metropolitan,1,2,0.3,5152,5,0.561029015
2,0,metropolitan,2,2,0.05,4003,36.1,1.270957471
2,0,metropolitan,2,2,0.05,4003,38,1.18975981
2,0,metropolitan,1,1,0.7,1731,22.56,0.601418811
5,3,metropolitan,2,2,0.15,5334,11.4,0.599737526
3,1,urban,2,1,0.3,6952,28.5,0.776922456
3,0,metropolitan,0,1,0.7,1347,1.96,1.07907061
2,0,metropolitan,2,1,0.05,2960,4.75,0.223251915
4,2,rural,2,2,3.5,3015,33.25,0.804342607
2,0,rural,1,2,0.7,3532,2.94,1.410832542
1,0,metropolitan,1,1,0.3,1485,3.33,1.290644444
2,0,urban,2,2,0.05,3292,24.7,1.179835624
2,0,urban,2,2,0.05,3292,36.1,1.186228263
1,0,rural,1,1,0.15,907,1.96,2.603248401
3,0,metropolitan,2,3,0.05,3505,9.03,1.964208933
3,0,metropolitan,2,3,0.05,3505,1.9,1.964208933
3,0,metropolitan,2,3,0.05,3505,1.9,1.964208933
3,0,metropolitan,3,3,0.7,5391,5.7,1.238621184
3,0,metropolitan,3,3,0.7,5391,11.4,1.840348491
2,0,metropolitan,2,2,0.7,5731,39.9,0.861860223
2,0,metropolitan,2,2,0.7,5731,9.03,0.808332016
4,2,urban,1,2,0.3,4360,3.92,0.568230547
4,2,urban,1,2,0.3,4360,32.3,0.534198322
2,1,metropolitan,1,1,0.7,1203,2.85,1.833172037
2,0,metropolitan,2,1,0.3,3837,26.6,0.798188104
4,1,rural,4,2,0.3,3372,6.65,0.459106441
4,0,metropolitan,2,2,0.15,3170,8.55,0.5653989
4,0,metropolitan,2,2,0.15,3170,3.8,0.433129422
4,0,metropolitan,2,2,0.15,3170,0.49,0.754881352
2,0,metropolitan,1,2,0.15,3673,8.55,0.994579031
2,0,urban,1,2,1.5,998,19,1.20961613
2,0,urban,1,2,1.5,998,12.35,1.257105835
2,0,metropolitan,2,2,0.7,4074,1.71,0.663371861
2,0,metropolitan,2,2,0.7,4074,4.75,0.663371861
4,0,metropolitan,1,2,0.7,1605,0.86,0.621909049
4,0,metropolitan,1,2,0.7,1605,8.55,0.599681964
3,2,rural,1,1,0.7,2041,57,0.596807354
2,0,metropolitan,1,2,0.3,5059,19,0.868354505
2,0,metropolitan,1,2,0.3,5059,10.83,0.833733892
4,1,metropolitan,2,2,0.05,3000,4.75,0.81065597
4,1,metropolitan,2,2,0.05,3000,4.75,0.81065597
4,1,metropolitan,2,2,0.05,3000,2.94,0.844318277
6,2,metropolitan,0,1,0.05,1137,1.96,0.33468434
5,3,metropolitan,3,2,0.3,2274,6.65,0.383104674
3,0,metropolitan,3,1,1.5,2222,2.85,0.636690009
3,0,metropolitan,3,1,1.5,2222,2.85,0.636690009
8,6,urban,2,1,0.05,4413,18.05,0.50347317
2,0,rural,2,2,0.15,1795,1.96,0.545725777
2,0,rural,2,2,0.15,1795,14.25,1.755555624
4,2,metropolitan,1,1,0.7,3015,42.75,0.107961336
2,0,urban,2,2,0.3,3378,0.1,0.567671349
2,0,urban,2,2,0.3,3378,0.1,0.583613221
2,0,urban,2,2,0.3,3378,0.1,0.583613221
3,1,urban,1,1,0.7,1848,2.71,2.474983773
2,0,urban,1,2,0.05,3328,3.16,0.949304047
2,0,urban,1,2,0.05,3328,3.14,1.003640456
4,2,metropolitan,2,2,0.15,4467,20.9,0.529478427
4,2,metropolitan,2,2,0.15,4467,8.08,0.56454079
3,1,metropolitan,1,2,0.05,1704,13.54,1.593275854
2,0,metropolitan,1,1,0.15,3274,59.85,1.136375456
2,0,metropolitan,1,2,0.7,1019,11.88,0.495431296
1,0,metropolitan,1,1,0.15,2083,0.67,7.161354097
1,0,rural,1,1,0.7,2353,1.18,1.347876711
3,1,metropolitan,2,2,0.3,2823,7.6,1.618921981
2,0,metropolitan,2,2,0.7,2453,1.96,0.816289349
2,0,metropolitan,2,2,0.7,2453,26.6,0.847616289
3,0,urban,3,2,0.15,3568,66.5,0.447787501
3,0,urban,3,2,0.15,3568,16.15,0.472746485
3,0,rural,2,2,0.05,2603,0.98,0.24944397
3,0,rural,2,2,0.05,2603,12.35,0.287584997
3,1,metropolitan,2,1,0.7,3794,19,0.379069351
2,1,urban,1,1,0.7,1162,15.2,1.038005292
2,0,urban,2,2,0.7,3561,20.9,5.437085343
1,0,rural,1,1,0.3,688,28.5,2.492203681
2,0,metropolitan,3,2,0.15,6483,12.83,2.667316933
2,0,metropolitan,3,2,0.15,6483,10.74,2.450496004
5,2,metropolitan,2,2,1.5,5391,30.4,0.535229592
4,2,metropolitan,1,2,0.15,4583,0.49,0.111838808
2,0,metropolitan,0,2,0.15,1941,0.49,0.79588208
2,0,rural,2,1,0.05,4952,33.25,2.970228249
4,2,urban,1,2,0.7,4399,1.18,0.517386064
1,0,metropolitan,1,1,0.7,2690,2.71,1.071011373
4,2,metropolitan,3,2,0.05,5516,9.5,0.098519293
2,0,urban,1,1,0.3,2795,7.6,0.396586331
3,0,metropolitan,3,3,0.7,3736,5.7,0.580500182
3,0,metropolitan,3,3,0.7,3736,5.7,0.580500182
3,0,metropolitan,3,3,0.7,3736,5.7,0.522766124
2,0,metropolitan,2,2,0.15,3244,47.5,1.430710064
2,0,metropolitan,2,2,0.15,3244,42.75,1.407226869
3,1,metropolitan,1,0,0.05,932,6.84,1.275767119
2,1,metropolitan,0,1,0.3,1283,9.5,1.845133385
2,0,metropolitan,1,2,0.7,3126,1.76,0.628159636
2,0,metropolitan,1,2,0.7,3126,0.39,0.687573449
2,0,metropolitan,3,2,0.05,2864,1.9,0.625289291
2,0,metropolitan,3,2,0.05,2864,47.5,0.557632243
2,0,metropolitan,1,1,0.7,1719,5.7,0.142516947
5,3,metropolitan,1,2,0.7,4074,19.86,0.572923543
4,2,metropolitan,2,2,0.15,5227,71.25,0.309738737
4,2,metropolitan,2,2,0.15,5227,24.7,0.423317233
4,2,metropolitan,1,2,0.3,5516,0.98,0.709595905
4,0,metropolitan,2,1,0.05,3620,13.54,0.357098722
4,0,metropolitan,2,1,0.05,3620,1.43,0.365171698
4,1,rural,2,3,0.7,4568,1.96,0.920247418
4,1,rural,2,3,0.7,4568,1.47,0.912098896
4,1,rural,2,3,0.7,4568,1.47,0.912098896
4,1,rural,2,3,0.7,4568,4.75,0.995204727
2,0,urban,1,1,0.3,1662,7.35,1.07047547
6,0,rural,2,4,0.3,3005,0.78,0.581395296
2,0,rural,2,2,0.7,3334,0.1,0.952646379
2,0,rural,2,2,0.7,3334,23.75,0.901070754
2,0,metropolitan,1,1,0.3,3083,17.1,2.678298904
2,0,metropolitan,1,1,0.3,2465,22.8,0.83178212
5,0,urban,5,3,0.7,4063,19,0.604338524
5,0,urban,5,3,0.7,4063,14.25,0.795392049
5,0,urban,5,3,0.7,4063,9.5,1.029376138
2,0,metropolitan,2,2,0.15,3378,6.65,2.436840813
2,0,metropolitan,2,2,0.15,3378,0.95,2.161496981
2,0,metropolitan,1,1,0.05,2869,11.73,1.33951497
3,0,urban,3,2,0.05,3753,14.25,0.233296796
3,0,urban,3,2,0.05,3753,0.1,0.241943893
1,0,metropolitan,0,1,0.7,750,1.47,3.202517642
2,1,metropolitan,1,1,0.7,3769,15.2,0.963318754
3,2,urban,1,1,0.15,1584,28.5,0.909444349
3,0,urban,2,2,0.15,2044,18.05,0.951669036
2,1,metropolitan,1,1,0.7,1866,49.4,1.876446444
2,0,metropolitan,2,1,0.3,3372,22.8,1.280980425
4,2,urban,1,1,0.3,4360,9.5,0.649614572
5,1,urban,2,3,0.7,3020,7.32,2.090757464
4,1,urban,2,2,0.7,3215,26.6,0.29888657
3,0,metropolitan,3,2,1.5,3881,21.85,0.670148843
1,0,metropolitan,1,1,0.05,2133,5.7,2.635338515
2,0,urban,1,1,0.3,3450,33.25,0.792510532
2,0,urban,1,1,0.3,3450,33.25,0.792510532
2,0,metropolitan,2,1,0.7,2507,1.96,0.611332057
5,1,urban,3,3,0.3,3525,9.5,1.085426061
5,1,urban,3,3,0.3,3525,25.65,0.812966745
5,1,urban,3,3,0.3,3525,2.85,1.362777933
3,0,metropolitan,3,1,0.3,2751,23.75,0.677492385
3,0,metropolitan,2,0,0.05,1602,11.4,0.175752358
3,1,metropolitan,2,2,0.05,5334,4.75,1.137737605
3,1,metropolitan,2,2,0.05,7377,7.6,0.830782388
4,2,metropolitan,2,2,0.3,2640,8.55,0.628799361
3,1,metropolitan,7,2,0.05,5279,57,0.852577131
1,0,metropolitan,0,1,0.7,2902,18.05,1.883351831
4,2,urban,2,1,0.3,3464,7.6,0.596441931
2,0,rural,2,2,1.5,1768,1.9,1.868692879
2,0,rural,2,2,1.5,1768,3.8,1.550639754
2,0,rural,2,2,1.5,1768,3.8,1.550639754
2,0,urban,1,1,0.7,2648,9.5,0.442664536
3,0,metropolitan,2,2,0.7,5082,49.4,0.524665315
2,0,rural,2,2,0.7,5900,23.75,2.517137313
2,0,rural,2,2,0.7,5900,15.2,2.437594908
4,0,metropolitan,2,2,0.15,2267,13.54,0.619445106
4,0,metropolitan,2,2,0.15,2267,6.32,0.387024385
4,2,urban,1,2,0.3,2335,36.1,0.582419276
4,2,urban,1,2,0.3,2335,3.8,0.547295171
2,0,urban,2,2,0.05,4105,10.45,0.891003545
2,0,urban,2,2,0.05,4105,2.38,1.173809577
2,0,urban,2,2,0.05,4105,2.38,1.173809577
2,0,metropolitan,2,2,0.05,3353,38,2.484120206
4,2,metropolitan,1,1,0.05,2412,0.29,1.347864752
2,1,urban,2,1,1.5,2324,1.9,1.30684793
2,0,urban,1,2,0.7,1922,14.25,0.602466499
3,1,metropolitan,1,3,0.15,3846,1.96,1.378791368
3,1,metropolitan,1,3,0.15,3846,1.96,1.146843835
4,1,urban,2,2,0.3,5731,5.7,0.37362542
3,0,metropolitan,3,1,0.7,2044,3.04,0.839485794
3,1,urban,1,2,0.7,2320,3.92,0.529185438
7,3,rural,3,2,0.05,8092,14.25,1.087341672
2,0,metropolitan,1,2,0.05,3470,3.43,0.748892724
2,0,metropolitan,1,2,0.05,3470,1.9,0.779990326
1,0,urban,1,1,0.7,1383,1.9,3.184904805
1,0,urban,1,1,3.5,1728,20.58,5.049477094
2,0,metropolitan,2,1,0.7,3398,24.7,1.182442591
2,0,rural,5,1,0.7,3855,54.15,1.613873614
4,0,metropolitan,3,1,0.3,3899,9.5,1.099397131
5,0,metropolitan,4,3,3.5,5618,38,0.478443614
5,0,metropolitan,4,3,3.5,5618,36.1,0.707956343
3,1,metropolitan,1,1,0.7,3126,4.9,0.413018997
4,2,metropolitan,2,2,0.3,6740,8.55,0.940542478
3,1,urban,1,1,0.7,2274,19,0.67249581
3,1,rural,2,1,0.15,3159,28.5,0.425715764
2,0,rural,2,2,0.7,1479,2.94,1.594229922
2,0,rural,2,2,0.7,1479,2.94,1.596015362
2,0,rural,2,1,1.5,3908,24.7,0.488565561
2,0,urban,1,1,0.3,1428,3.8,0.262153171
2,0,urban,1,1,0.3,1428,3.8,0.262153171
1,0,metropolitan,1,1,0.3,1323,25.65,1.018402417
1,0,urban,1,1,0.3,1153,47.5,4.704585831
5,3,urban,2,2,0.05,2356,2.94,0.697967779
4,0,metropolitan,4,1,0.7,7076,40.85,0.494486194
3,1,metropolitan,2,2,1.5,5227,14.25,1.460766745
3,1,metropolitan,2,2,1.5,5227,1.9,0.838146358
3,0,metropolitan,2,1,0.15,3304,10.93,0.168817328
4,2,metropolitan,2,2,0.15,2720,6.65,0.645649843
3,0,urban,2,1,0.15,2461,6.32,0.548316726
2,0,urban,2,2,0.15,2263,4.75,0.477725002
2,0,urban,2,2,0.15,2263,5.7,0.50816652
3,0,urban,2,3,0.15,3126,9.5,3.741438864
4,1,metropolitan,1,2,0.15,4335,2.94,0.067653622
4,1,metropolitan,1,2,0.15,4335,0.29,0.113814097
2,0,metropolitan,2,2,0.3,3051,21.85,1.269275977
2,0,metropolitan,2,2,0.3,3051,9.5,1.714982256
2,0,metropolitan,2,2,0.3,3051,9.5,1.714982256
3,1,metropolitan,2,2,0.3,3411,23.75,1.230993322
3,0,metropolitan,2,3,0.7,2695,5.7,0.365270456
3,0,metropolitan,2,3,0.7,2695,5.7,0.365270456
2,1,urban,1,2,0.7,1317,15.2,0.375021789
3,1,urban,2,2,1.5,3020,20.9,0.607507171
3,1,urban,2,2,1.5,3020,0.49,0.643610487
5,1,urban,2,3,0.15,3620,13.72,1.070563349
5,1,urban,2,3,0.15,3620,12.64,0.705743588
4,0,metropolitan,3,2,0.15,2191,5.88,0.278591317
4,0,metropolitan,3,2,0.15,2191,2.45,0.268294897
3,0,urban,2,2,0.05,2574,28.5,0.705703139
3,0,urban,2,2,0.05,2574,0.49,0.701900072
2,1,rural,0,1,0.3,1240,3.61,0.63022363
2,1,rural,0,1,0.3,1240,4.51,0.63022363
3,0,urban,3,2,0.7,2712,3.8,0.377383621
3,0,urban,3,2,0.7,2712,22.8,0.357459387
1,0,metropolitan,1,1,0.3,2260,21.85,1.48742866
4,0,metropolitan,1,3,3.5,3005,3.8,1.118996351
3,0,urban,2,2,0.3,3067,19.95,0.644845012
3,0,urban,2,2,0.3,3067,19.95,0.590948904
3,0,metropolitan,2,1,0.7,4063,0.95,0.717377843
4,1,metropolitan,3,1,0.7,2850,19,0.175260056
3,1,rural,2,1,0.05,2083,21.85,0.482558705
4,2,rural,2,1,0.15,2449,19,1.387489714
4,0,metropolitan,3,3,0.05,4373,2.85,0.708977493
4,0,metropolitan,3,3,0.05,4373,17.1,0.621539137
4,0,metropolitan,3,3,0.05,4373,10.83,1.458770344
3,0,rural,2,2,0.7,1704,0.88,0.464080448
3,0,rural,2,2,0.7,1704,1.47,1.084030006
3,0,urban,2,1,1.5,2167,6.65,0.274409331
2,0,urban,1,2,0.15,4215,41.8,0.814286841
2,0,metropolitan,1,1,1.5,2742,3.8,0.241359012
2,0,metropolitan,1,1,1.5,2742,3.8,0.241359012
2,1,metropolitan,0,1,0.05,1338,2.71,0.242975144
2,0,metropolitan,2,0,1.5,1926,33.25,2.109016623
3,0,metropolitan,3,3,0.7,3605,45.6,0.370555092
2,0,metropolitan,2,2,0.3,2218,9.5,1.152295925
2,0,metropolitan,2,2,0.3,2218,6.65,1.278384265
3,1,urban,1,1,0.05,1860,3.8,0.781318925
3,0,metropolitan,2,1,0.05,2673,28.5,2.153173566
5,0,urban,4,2,3.5,1206,38,0.784228483
4,2,metropolitan,2,2,1.5,3159,33.25,0.963825447
